,source,sink
11736,250177,4607870
11737,543226,2252406
11738,2513691,2756253
11739,1125432,3528170
11740,2994391,501914
11741,3187565,4635340
11742,1533546,2727873
11743,4192206,2606818
11744,4360960,3363069
11745,3395938,3569370
11746,3836080,2731740
11747,4060354,1872360
11748,595757,1015903
11749,3361377,1101217
11750,3910599,986120
11751,2751572,1992260
11752,1588330,518234
11753,3235479,3515815
11754,4727207,1791199
11755,2147720,20396
11756,1937293,1644357
11757,2260014,3415018
11758,6618,140650
11759,466667,4295103
11760,4506423,1936038
11761,2861639,680300
11762,4552666,194133
11763,324143,3864176
11764,3598710,3001958
11765,441734,4051551
11766,4060074,240517
11767,3058232,2279362
11768,1494665,3288426
11769,4196056,4008396
11770,1250021,4154539
11771,64357,309142
11772,4022062,3352361
11773,18228,1259785
11774,1523725,4169596
11775,1436216,2916324
11776,2110156,2086659
11777,670296,2424387
11778,2516076,3583752
11779,3638272,1267332
11780,1653268,3526486
11781,3280389,3496687
11782,3194560,4434788
11783,1086912,3081204
11784,1337919,2258170
11785,2771614,4222754
11786,422275,80172
11787,2362241,27860
11788,3137585,807364
11789,3144238,1151580
11790,593740,425844
11791,3882395,3757401
11792,91116,294539
11793,3910135,3427305
11794,3361377,4422360
11795,3551313,3409936
11796,1250021,3723579
11797,4238001,3003848
11798,4319972,4036188
11799,2490914,4437424
11800,1126924,4105434
11801,3734245,107606
11802,1497278,3573612
11803,2057864,1722015
11804,1887669,2780744
11805,1887709,1940814
11806,765601,3905286
11807,1618616,920922
11808,2769866,207089
11809,3257465,1067382
11810,1356925,1309900
11811,427805,1481075
11812,2906006,1501090
11813,3098318,4136357
11814,2551530,3667191
11815,1580988,3953462
11816,3872736,689055
11817,1430716,1059680
11818,1341178,3426324
11819,1580988,4007072
11820,3509903,2809280
11821,2258757,3272040
11822,4727207,4229066
11823,4629176,149775
11824,1337919,2386231
11825,2887240,2726881
11826,3906136,3369648
11827,4023687,2319434
11828,657387,2316760
11829,4077796,1576860
11830,2542968,1424773
11831,4121239,3152014
11832,2688113,3959914
11833,2853969,750048
11834,3791756,2692516
11835,3638272,3897375
11836,3361377,2628799
11837,3438576,4824147
11838,4801471,3703124
11839,2405789,2255621
11840,235431,1571989
11841,4516604,2518580
11842,44777,252917
11843,3898535,1961002
11844,687713,1880038
11845,4192206,163538
11846,4827056,4368631
11847,3257465,3975681
11848,3300452,1486758
11849,4283503,4323070
11850,3438576,1702837
11851,3671141,2215148
11852,805360,4482111
11853,2827436,2561395
11854,990798,637509
11855,781211,4031522
11856,1486758,3110980
11857,3505066,1156814
11858,1288771,3467174
11859,2022081,4556656
11860,3361377,2078335
11861,3638272,1174052
11862,2827436,2266951
11863,765601,3709040
11864,2091039,3116105
11865,2914315,878002
11866,3642631,3470498
11867,4445029,2826761
11868,3509903,2350962
11869,3633019,2448248
11870,515290,3683285
11871,1541866,3188348
11872,2851109,1391954
11873,1588705,1419315
11874,2827436,3256173
11875,1580988,1107275
11876,4592892,2229265
11877,1234540,3715877
11878,996752,3689761
11879,4011264,2098352
11880,1927211,2572149
11881,1950255,1895197
11882,3561502,2389061
11883,2088912,2671239
11884,1331940,433016
11885,2420758,3356725
11886,2120733,2529079
11887,2064263,1333271
11888,3836080,2291493
11889,3457745,4764943
11890,1609659,3302230
11891,6618,3694670
11892,2936385,4574933
11893,3280389,3460133
11894,3361377,1833269
11895,1213040,1649423
11896,3402545,2175455
11897,1616492,3693590
11898,2827436,3752625
11899,1847461,190353
11900,2326007,894694
11901,3739473,990439
11902,1861419,3840254
11903,2950311,1431334
11904,648920,1968842
11905,3112136,1847500
11906,4672319,2606182
11907,2106653,3047234
11908,3509903,3492058
11909,2853969,2272825
11910,1436216,583576
11911,2162098,1089004
11912,4360960,4622652
11913,1276253,3417925
11914,1201711,2233221
11915,2050190,3114127
11916,755739,2550923
11917,1843507,4357537
11918,1927211,2239649
11919,427805,1120459
11920,1339861,4360799
11921,3974017,478286
11922,1086912,3816161
11923,2678284,2196576
11924,3924678,4199055
11925,1534362,4386573
11926,427805,4215524
11927,4827056,361544
11928,2075015,1751833
11929,1534362,2779333
11930,3914135,872016
11931,1451829,1114833
11932,4249273,2674577
11933,441667,3997457
11934,4587866,1862573
11935,1374576,17385
11936,3395938,620603
11937,1372535,182906
11938,1301815,804715
11939,1927211,1030616
11940,4922,2415959
11941,3676100,1923382
11942,111922,2145554
11943,4238001,1955214
11944,474172,4576051
11945,1341178,1861207
11946,2784572,2319609
11947,362872,2718230
11948,72159,1277062
11949,805360,2778470
11950,4350722,2599727
11951,4208653,435712
11952,2827436,1102518
11953,1580988,3248567
11954,2111855,2238680
11955,4629176,2472184
11956,3509903,3645173
11957,4583009,387465
11958,3294217,919138
11959,3881634,2222931
11960,3065808,4144856
11961,530200,1469282
11962,2962038,470359
11963,1508894,1088467
11964,4383778,426099
11965,4745784,3157432
11966,2400825,443462
11967,1652056,3591174
11968,3845119,1164703
11969,4272102,2342164
11970,2751572,4445478
11971,2075015,1592137
11972,2722942,2582151
11973,2627841,1475704
11974,635909,1135357
11975,2968462,3021535
11976,3361377,4163469
11977,2308819,3423027
11978,1436216,4097951
11979,3561502,380199
11980,145684,4865875
11981,596420,3853383
11982,4272102,1593927
11983,4540817,4593375
11984,276502,1460352
11985,591176,2891766
11986,3871554,3895681
11987,4302921,425099
11988,3514277,1814989
11989,2883055,3457163
11990,3734245,3080344
11991,946157,2435572
11992,2498087,370923
11993,3676295,2099663
11994,2961801,2952138
11995,3924296,2003281
11996,4621719,4082133
11997,2090342,1604660
11998,1383571,1905696
11999,2260014,4529473
12000,3065808,2494158
12001,4401406,2444364
12002,427805,3726418
12003,1196844,4248567
12004,3569179,674137
12005,1937293,4687516
12006,3361377,39657
12007,2981537,4478860
12008,1532016,2504390
12009,1616189,304141
12010,3676295,1029496
12011,765601,3961683
12012,2998026,4820440
12013,471706,3245262
12014,2099723,1541561
12015,1365332,1656525
12016,3127090,2387040
12017,1580988,3232178
12018,6618,1376555
12019,3280389,4083266
12020,785590,4791523
12021,1022123,2894193
12022,3280389,1275739
12023,3638272,4159333
12024,3280389,2789550
12025,743837,565043
12026,4479581,1872946
12027,1370197,3367289
12028,3992144,1561457
12029,2405789,3489058
12030,490335,1791195
12031,4360960,4835656
12032,3606854,643882
12033,1086912,3746061
12034,1422876,4031467
12035,530200,2517574
12036,1580988,4637193
12037,3660889,4600580
12038,3764177,3669065
12039,1580988,4127236
12040,200541,1479585
12041,3509903,3329023
12042,452761,404293
12043,687713,336314
12044,97028,1226006
12045,339807,4273942
12046,3638272,2590433
12047,1580988,1298696
12048,3008648,2173241
12049,3260961,1508342
12050,1508024,2416263
12051,2950311,4128894
12052,2883055,1922134
12053,3836080,2676063
12054,2343253,4355367
12055,3206499,2306191
12056,339563,4605405
12057,940526,3256622
12058,2772113,1888760
12059,4233503,1245103
12060,3638272,3565129
12061,4731849,2534540
12062,2872979,2689960
12063,3352750,3823477
12064,2342664,1916872
12065,593740,1129854
12066,2343253,1730057
12067,1063857,3074379
12068,4849628,4854607
12069,1301815,3415211
12070,3438576,2309215
12071,3458198,2214246
12072,2827436,1106346
12073,3144238,3090070
12074,3509903,4039464
12075,2827436,955801
12076,4624595,672792
12077,211064,4385651
12078,354904,2542583
12079,3316576,755957
12080,4345608,1513954
12081,4353839,4841180
12082,2938068,1659784
12083,4842428,244309
12084,1735365,564833
12085,2221652,271064
12086,1857477,2315089
12087,3638272,2317120
12088,3065808,3660407
12089,3280389,240191
12090,1461433,869854
12091,1139873,3781256
12092,2119707,3010462
12093,1580988,710467
12094,3844858,4190284
12095,1652056,4762716
12096,3073955,4484920
12097,4019064,4629318
12098,1839283,2679132
12099,4754275,4115876
12100,3280389,4242236
12101,779090,3288412
12102,410415,3617691
12103,1785854,2408255
12104,4411870,4328286
12105,2755798,2605220
12106,2513691,4238008
12107,1353265,1024532
12108,1428477,1951890
12109,2428341,1770072
12110,4121239,4627578
12111,427805,2061656
12112,4192206,1085294
12113,1219267,323514
12114,307250,4625241
12115,4417253,760297
12116,3517811,4140935
12117,2261139,3458730
12118,3449530,4692252
12119,4140279,4779482
12120,4629176,2060459
12121,427805,2524273
12122,2529661,1114134
12123,3298299,4562344
12124,3280389,1290530
12125,2092359,2089732
12126,2147720,2240067
12127,4848475,4386040
12128,441667,582947
12129,3438576,4796112
12130,4417253,2947850
12131,974650,2011141
12132,3019092,958396
12133,1966548,4412856
12134,4411870,3907627
12135,1163180,4091074
12136,4727207,344920
12137,1580988,2179601
12138,1055530,516979
12139,4191410,4067318
12140,448517,3583999
12141,3280389,1481030
12142,3172610,4613195
12143,755739,3118284
12144,932720,4334897
12145,2514271,162684
12146,1471685,4157628
12147,3290431,2786259
12148,3380826,737448
12149,3383252,2717339
12150,439557,3632842
12151,3836080,1083255
12152,948768,798619
12153,3361377,4621546
12154,3977047,4219622
12155,3638272,4292512
12156,3638272,631187
12157,2641557,2020647
12158,3361377,2961163
12159,1828358,1280425
12160,2883055,2387883
12161,1966548,1931524
12162,2308819,4485163
12163,4689808,1660388
12164,4467395,3665163
12165,1250021,113024
12166,1539837,1183345
12167,4272102,1401542
12168,3361377,3120450
12169,2161375,3719674
12170,1486836,4004416
12171,4053607,766318
12172,2793437,3159547
12173,2428341,1331428
12174,4708541,4331075
12175,1310800,3359391
12176,1712456,3961345
12177,805360,3779437
12178,1761432,1903110
12179,3765475,3879040
12180,1591435,1554359
12181,2277070,796860
12182,3509903,3269725
12183,2307868,916282
12184,1705425,2464532
12185,2274892,986113
12186,3367289,1309969
12187,1814709,3227034
12188,3632787,2350318
12189,3835618,595757
12190,3079764,850764
12191,4337603,4289447
12192,226540,1914870
12193,3321628,232603
12194,842398,1777911
12195,1613202,4093345
12196,932720,1754540
12197,4087774,2293230
12198,1580988,3223298
12199,2827436,2369677
12200,1063358,3875512
12201,3632293,3976678
12202,2356664,3494243
12203,211698,3880404
12204,2887240,2348525
12205,1616896,3147236
12206,3361377,3196217
12207,530200,4498486
12208,2309976,3365003
12209,2031305,1629522
12210,1250021,3160016
12211,3561502,4739207
12212,4011264,2255298
12213,1438597,4711414
12214,1942877,1722952
12215,427805,3722384
12216,868049,2789586
12217,2637259,4465731
12218,4517347,4007500
12219,1441897,2544171
12220,519175,2255519
12221,792037,538240
12222,3115867,401968
12223,3933095,771447
12224,4198771,891812
12225,3271484,1971019
12226,3588240,451293
12227,3065808,1920228
12228,2219036,2126138
12229,2261139,4773991
12230,2793437,4558157
12231,755739,4780620
12232,465530,2705886
12233,4050480,2696082
12234,4411870,662480
12235,680015,3449904
12236,3175944,1529618
12237,2159244,2672238
12238,4011264,1335782
12239,3638272,1917180
12240,2238680,277940
12241,2851109,945545
12242,3294748,816412
12243,877,1218424
12244,1328699,2704264
12245,1849136,4391511
12246,4479581,10297
12247,427805,3867429
12248,4745606,2736259
12249,3545321,4041590
12250,3414740,2566811
12251,4140279,1109727
12252,1580988,2396862
12253,607449,3621290
12254,2343253,3969388
12255,3636190,3197286
12256,259575,3941183
12257,1276253,4085800
12258,3235479,924605
12259,3134846,1686789
12260,3812277,4585283
12261,4782707,2329165
12262,1367871,4863832
12263,3638272,3099590
12264,4192206,1647919
12265,2477256,36181
12266,4178055,3609266
12267,755739,1098457
12268,708440,614907
12269,6618,2163254
12270,2650412,378388
12271,4629176,1528060
12272,1897168,231332
12273,4727207,521624
12274,1913445,2986062
12275,2793437,1613494
12276,2198862,2972339
12277,3361377,2026492
12278,1356121,1033156
12279,3638272,372506
12280,1102748,2358193
12281,592541,4610696
12282,2762140,3549653
12283,3280389,4719986
12284,593740,2612383
12285,3509903,3039354
12286,860473,2005519
12287,2985909,3574978
12288,1311307,1695499
12289,1580988,1993101
12290,429643,1641702
12291,3390049,1774183
12292,1534362,2172499
12293,4360960,1144168
12294,3361377,4614229
12295,530200,3998688
12296,3509903,3834542
12297,2443764,4317250
12298,1508894,2666713
12299,2148937,4085329
12300,3402545,3554572
12301,3671141,3313585
12302,1880135,341243
12303,2877907,2262863
12304,4675986,1216366
12305,1919631,1820456
12306,850017,2381188
12307,3636553,1089813
12308,2390748,4030655
12309,3112136,1891634
12310,3419989,525150
12311,2887240,2496078
12312,3361377,4308003
12313,1100354,429010
12314,4191410,3048419
12315,2961801,2540553
12316,957197,4711523
12317,4360960,1540567
12318,2827436,2916848
12319,595757,2941755
12320,2209891,3182871
12321,2887240,1774979
12322,1733957,3841408
12323,2057864,1991068
12324,3006660,1423605
12325,3383083,3928187
12326,2457029,1147671
12327,3361377,1500601
12328,3438576,3855149
12329,1103332,1390743
12330,4467395,2771739
12331,3509903,262106
12332,1346115,4782522
12333,1723494,3118917
12334,3361377,2067976
12335,595757,1958790
12336,1276253,3030624
12337,1633100,4425757
12338,4606184,3258028
12339,1984622,4618375
12340,1382833,2862465
12341,4642569,1256532
12342,2075015,4085724
12343,3137585,1000193
12344,3280389,1020067
12345,805360,2576154
12346,3638272,1205335
12347,3449530,2781169
12348,1478080,2446920
12349,932720,1136192
12350,755739,3144238
12351,4789203,3999185
12352,4319972,2912698
12353,932720,2078152
12354,1494665,2354160
12355,2182964,1548171
12356,3633019,467954
12357,4417253,833794
12358,2403192,1024054
12359,1346115,2326851
12360,3650069,262347
12361,3097424,4153584
12362,28056,340447
12363,555273,1131631
12364,3137585,4223361
12365,932720,2150243
12366,593740,3376663
12367,354904,980997
12368,1727088,1072987
12369,961349,2802685
12370,3610598,4328959
12371,3291396,1016203
12372,1761151,4492439
12373,2957859,2560462
12374,3638272,1182266
12375,405955,2478680
12376,3344390,2240961
12377,4727207,2278310
12378,3638272,4012014
12379,4411870,88593
12380,4322655,475301
12381,3836080,1057376
12382,3858793,2186269
12383,917130,998782
12384,687713,2868692
12385,3872736,3829695
12386,3845119,579166
12387,973742,4092698
12388,2827436,4217673
12389,3112136,2224579
12390,4745146,3202194
12391,2120733,1259401
12392,3167153,958397
12393,414608,4521592
12394,1913445,1885949
12395,3586713,591059
12396,1927211,834182
12397,1337914,299865
12398,665164,3892085
12399,3201437,1864675
12400,2823179,168862
12401,2981537,1320202
12402,2075015,4557094
12403,1293807,1920508
12404,4202576,2089120
12405,2075015,770963
12406,4498806,4740236
12407,2762372,1377633
12408,4653941,2348182
12409,3021639,36090
12410,1067488,2834899
12411,837553,2323348
12412,544230,614154
12413,22713,122375
12414,471706,2556289
12415,445732,565692
12416,2343253,3925124
12417,1357274,3258524
12418,1580988,2965069
12419,3509903,4135748
12420,2896906,4418645
12421,1580988,3580618
12422,451191,4769317
12423,2343253,2171534
12424,4411870,2457019
12425,868049,4049464
12426,3137585,3012595
12427,2078150,344432
12428,4816740,883870
12429,4110535,4599306
12430,1508024,2814482
12431,2283004,1353368
12432,4783450,2404411
12433,3844858,4009275
12434,920553,1534362
12435,1875,2622518
12436,744963,4616005
12437,441667,1432945
12438,1907929,4765909
12439,3764177,1476992
12440,3280389,4395515
12441,2674718,3910154
12442,339563,81754
12443,948375,3394410
12444,2705886,4811256
12445,2498087,4154717
12446,3765475,3932359
12447,3469653,2606637
12448,3705070,498778
12449,3992144,63858
12450,3438576,1787042
12451,1591435,2214242
12452,395249,4558878
12453,465946,2353124
12454,3676295,3882617
12455,3449530,2965776
12456,380998,2479735
12457,3509903,2155975
12458,2261139,3578346
12459,4004184,1532515
12460,4018742,1295091
12461,4050480,1565721
12462,3509903,2991076
12463,805360,272979
12464,948768,3835842
12465,3531730,4223256
12466,687713,2133454
12467,3214893,3314974
12468,2981537,2231818
12469,2446968,1663900
12470,2884705,2176748
12471,4051296,857195
12472,2685897,603535
12473,3206499,695114
12474,1301815,723718
12475,2885874,1868657
12476,850129,2925373
12477,4158795,852898
12478,3280389,3321937
12479,3031240,4828134
12480,84657,4864929
12481,1539837,3238901
12482,2827436,756004
12483,3361377,2036403
12484,3280389,1792344
12485,3361377,1268211
12486,1927211,96017
12487,4272102,4551786
12488,3881566,4652517
12489,445996,2186880
12490,805360,4777643
12491,3881634,884860
12492,2502456,3752631
12493,3914135,2718211
12494,471706,266414
12495,4344159,2726534
12496,427805,4201170
12497,1638032,4469200
12498,868049,1957838
12499,380998,3171511
12500,2962038,1295529
12501,2597909,572746
12502,3836080,820430
12503,380998,612956
12504,427805,3110691
12505,1222206,4179002
12506,4519069,1628953
12507,88059,464429
12508,595757,4595471
12509,765601,2253739
12510,687713,2807471
12511,2032442,4024299
12512,3509903,4362989
12513,1927211,3833783
12514,703912,2056886
12515,670309,2798607
12516,22919,4563026
12517,2209136,2318725
12518,2031305,3033001
12519,3198742,866102
12520,2950311,4430659
12521,4496752,3702932
12522,4061273,3301489
12523,1865715,3776915
12524,2344663,3562566
12525,1534362,4461786
12526,4238001,856209
12527,427805,3456029
12528,2962429,3002200
12529,3652028,4467696
12530,1110514,4687340
12531,3633019,4194758
12532,3638272,2481414
12533,3361377,3848214
12534,3361377,2493308
12535,4301309,1888723
12536,3561502,1607389
12537,3718695,1118522
12538,687713,4553302
12539,2575301,4687933
12540,3149421,2863112
12541,4801471,3441616
12542,3206499,4388834
12543,582276,1795766
12544,4751453,156838
12545,4191727,4815814
12546,256934,2808467
12547,3810577,4276153
12548,3561502,3755030
12549,1841651,3274171
12550,1971223,2896105
12551,4103612,3902791
12552,3361377,908799
12553,1966548,4692310
12554,1192480,769860
12555,724650,895478
12556,94292,2221552
12557,1580988,2399169
12558,4451491,4718108
12559,429643,4380094
12560,439557,3770785
12561,302204,4480468
12562,3734245,1137758
12563,3294702,3762714
12564,1580988,3678457
12565,3671141,2303171
12566,1580988,617486
12567,2527654,602413
12568,3992144,4486295
12569,1861419,3155988
12570,3242275,2276175
12571,2853969,1159145
12572,2502456,2896105
12573,3361377,1254888
12574,755739,1728332
12575,4727207,1411164
12576,1533546,3048102
12577,1580508,579575
12578,3257465,3126719
12579,21944,1679551
12580,3344390,697065
12581,88036,3203665
12582,3280389,3224693
12583,1225988,4363390
12584,1201711,2028988
12585,4656285,2503590
12586,3638272,3267766
12587,4765925,3844509
12588,4183784,947812
12589,4272102,53374
12590,125423,2326393
12591,4183784,2469917
12592,2563551,2544887
12593,2151267,2449774
12594,4411870,532245
12595,2296460,3393470
12596,3638272,348598
12597,3115867,2267769
12598,1043549,1077581
12599,2985909,2254253
12600,474172,4243504
12601,3294702,640574
12602,2854573,3561502
12603,4209323,3351603
12604,3131838,2554897
12605,3950852,1188002
12606,3361377,2990996
12607,2853969,4326150
12608,3671141,2086969
12609,665164,4280020
12610,966488,1805353
12611,4707650,2891685
12612,2240450,1542803
12613,474172,4114294
12614,4535894,4806902
12615,1019790,2604623
12616,1532003,2200289
12617,3764177,649550
12618,2489256,1778718
12619,4053059,3514791
12620,4350722,1532138
12621,3509903,2134102
12622,4435816,1453020
12623,3549558,736001
12624,3503806,4531946
12625,1575009,2603856
12626,471706,1486664
12627,3059686,2027437
12628,3739674,4153157
12629,1903752,4069642
12630,2985909,4244278
12631,3115867,4549964
12632,1606969,102876
12633,3638272,4713041
12634,3065808,1497889
12635,4649206,2133641
12636,2281149,469802
12637,3033166,1097679
12638,1445380,2034716
12639,2084646,201249
12640,3370656,1556337
12641,1604785,3467551
12642,2514271,2656047
12643,3509903,1814716
12644,3941858,4285840
12645,2319861,3346079
12646,4854465,954784
12647,1028545,2221372
12648,4254735,4643672
12649,2007331,1210511
12650,2981537,702296
12651,4001849,163989
12652,3361377,1452195
12653,615890,760270
12654,3509903,2729523
12655,3235479,190872
12656,1580988,2424540
12657,2994391,4555012
12658,2148937,4421439
12659,1817799,1553922
12660,2854332,680662
12661,4192206,2167241
12662,1234540,4174918
12663,2381218,1302117
12664,1217312,809123
12665,1148474,2066623
12666,2405789,3653510
12667,2109216,2854737
12668,670299,3702360
12669,135188,1242466
12670,1516853,2350549
12671,3984303,577451
12672,251829,1999418
12673,3625407,2043551
12674,978797,1382306
12675,4011264,2156008
12676,1436216,2943281
12677,2042003,2398431
12678,371432,3086684
12679,4727207,1739889
12680,1799076,3881501
12681,1436216,3013034
12682,20656,3248648
12683,4272102,4734748
12684,3652028,4587405
12685,2827436,4769241
12686,2948092,600327
12687,709509,3498249
12688,3235479,2823432
12689,4417382,767330
12690,2147720,118582
12691,4191410,2528234
12692,932720,706431
12693,3176788,2122741
12694,431086,1333607
12695,2260014,3948426
12696,4496752,4797556
12697,2877012,3905868
12698,3708550,4100812
12699,3774580,2103025
12700,2950311,1329556
12701,3191004,135677
12702,502082,3403730
12703,875909,1240475
12704,929513,866896
12705,3463741,2331108
12706,1333761,1523982
12707,4140279,1449807
12708,4272102,783528
12709,4625755,1906706
12710,1927211,2749973
12711,445996,249604
12712,1908208,97923
12713,1127093,2646157
12714,1652056,1540198
12715,3946789,1330737
12716,932720,3313
12717,4011264,3154635
12718,3734245,4670480
12719,765601,4356248
12720,3137585,1679022
12721,3941858,4246206
12722,4552666,2483358
12723,3137585,1912377
12724,1431076,1454662
12725,4209323,4835712
12726,1610278,3014386
12727,2950311,3935411
12728,1709669,1206468
12729,3509903,1087450
12730,1250021,1873620
12731,3058068,3901840
12732,3638272,3702156
12733,3509903,745314
12734,1499177,4440353
12735,1063358,2391789
12736,427805,929145
12737,932720,2474732
12738,635909,226540
12739,2827436,3237071
12740,2669924,501722
12741,3378468,3047201
12742,3361377,1352546
12743,3059144,113754
12744,2827436,2562956
12745,1101731,3856929
12746,3638272,1415334
12747,2464401,3396591
12748,4780155,2699570
12749,474172,1464827
12750,2613814,2072911
12751,3361377,4646478
12752,2513691,3861533
12753,408043,732258
12754,460937,1384413
12755,1250021,2869628
12756,2981537,3500245
12757,4708835,1035558
12758,1580988,2826832
12759,3006008,574646
12760,2099723,1902119
12761,837553,3482629
12762,815517,4720535
12763,3271484,1337618
12764,1494665,2761620
12765,2035351,535808
12766,2109216,1886780
12767,370123,2668622
12768,1161189,2824382
12769,1276253,227684
12770,4475727,3058570
12771,4011264,1739962
12772,252905,3093352
12773,3449530,1086874
12774,3587014,2150273
12775,1494665,4440545
12776,3330823,120315
12777,2562439,2542805
12778,1163180,4149825
12779,2064376,3262480
12780,2998317,2644353
12781,2147720,3031474
12782,2342664,4148494
12783,2961801,2744661
12784,3280389,4515781
12785,2075015,1739431
12786,1839283,1116181
12787,3638272,1672530
12788,333887,2931397
12789,1103332,4417477
12790,3104095,1772947
12791,3610598,422207
12792,1580988,302524
12793,3151252,651839
12794,3234025,2987268
12795,1913445,2732868
12796,3137900,927567
12797,765601,4447810
12798,4210728,1827786
12799,251829,42836
12800,3734245,4765407
12801,1167806,1263346
12802,3734245,4621028
12803,4337186,1324035
12804,3670886,3379557
12805,343518,4414257
12806,4140279,1305959
12807,4332000,450493
12808,3361377,4193678
12809,2610334,2028997
12810,592541,1493387
12811,4385783,253470
12812,3638272,3149794
12813,489584,4463435
12814,3449530,752556
12815,427805,3389601
12816,3336522,2119277
12817,932720,3540755
12818,1293807,94189
12819,2827436,7816
12820,1397278,4132679
12821,670296,4310758
12822,2633453,327793
12823,3291145,401916
12824,765601,4146034
12825,4329730,1048003
12826,2343253,2044133
12827,1924872,2332369
12828,1063857,4130220
12829,2760051,3876737
12830,3995686,3357645
12831,3280389,17644
12832,3361377,3839174
12833,2823666,1744937
12834,3844858,1884605
12835,860473,2322655
12836,3873768,3519770
12837,1885306,1896230
12838,1353999,3064823
12839,2881425,1507861
12840,2219036,285622
12841,3739473,1039209
12842,2981537,3842617
12843,3937193,2535413
12844,3638272,1801980
12845,4272102,2542996
12846,4183784,2765894
12847,3395938,1029207
12848,3246688,1293807
12849,1196844,36941
12850,3887557,3713453
12851,4854634,4374233
12852,3361377,3157884
12853,1092045,2933975
12854,4060074,2727924
12855,4686093,1010997
12856,4023687,2696173
12857,4360960,2811668
12858,1631864,1849977
12859,2261139,2775008
12860,1880135,4504886
12861,1306885,1374120
12862,3361377,3222551
12863,1896819,1928872
12864,2263130,502923
12865,635435,2607716
12866,2908187,655018
12867,4411870,2073400
12868,3361377,3340186
12869,2120140,4647561
12870,2791393,3129837
12871,1047265,542425
12872,4721617,4070406
12873,3972488,1628871
12874,808127,2648654
12875,593740,2122986
12876,3721550,1403015
12877,3361377,4757783
12878,627727,4124780
12879,3280389,2957934
12880,445732,4150777
12881,3638272,1464494
12882,4516604,2839860
12883,3280389,6159
12884,2860860,2710889
12885,1244713,2911195
12886,408965,1607640
12887,1615261,2135809
12888,1396884,2612788
12889,2347608,2514216
12890,4272102,2716720
12891,1580988,2803107
12892,2092706,4753873
12893,2616927,904474
12894,2827436,2723057
12895,3509903,2605496
12896,1015986,3117310
12897,4123615,3083637
12898,2307868,2192416
12899,525570,3000557
12900,4570464,4429772
12901,3671141,2209541
12902,3683235,1758676
12903,1988347,4181603
12904,2470160,1702322
12905,3471267,639248
12906,4183784,2811102
12907,1903752,4322079
12908,3329658,2666911
12909,2405789,4639740
12910,2307868,1062676
12911,941212,378563
12912,3280389,2391798
12913,2827436,4483688
12914,4547438,4417638
12915,4179343,3304449
12916,3509903,4624099
12917,460550,2032611
12918,765601,4129522
12919,3235479,1788112
12920,3144238,1448002
12921,1301815,4831981
12922,4547438,1323054
12923,2457029,4803542
12924,1580988,1949556
12925,2359255,427805
12926,1834513,264001
12927,1702465,1173684
12928,3021112,4615504
12929,2441262,4632001
12930,3836080,2766985
12931,4450461,4664903
12932,439557,2177670
12933,1534362,920981
12934,3561502,513922
12935,1635687,2764606
12936,3855947,3189296
12937,1494665,1918991
12938,2751572,1241168
12939,932720,1332883
12940,4739361,2084894
12941,3364515,886206
12942,427805,847013
12943,3361377,997948
12944,3361377,371536
12945,439557,252894
12946,2260014,2097457
12947,2961801,1600857
12948,253352,2709589
12949,1880135,663293
12950,2163640,3180382
12951,1249227,4524689
12952,573101,546882
12953,471706,2935353
12954,4425986,1639337
12955,4701737,1469244
12956,3865635,3508762
12957,196521,2625090
12958,3291396,1427832
12959,4447911,3680032
12960,3509903,4830826
12961,3889543,4287212
12962,1652056,516570
12963,3361377,428069
12964,3570299,4538937
12965,3361377,4863145
12966,1580988,2186185
12967,4254988,4446817
12968,582276,1563860
12969,3898535,4305151
12970,4062175,3546104
12971,817948,473399
12972,3683235,2829377
12973,439557,4029582
12974,4332000,436646
12975,3509903,3162134
12976,3090823,3368846
12977,2267633,2750425
12978,4140279,1866873
12979,4769777,1713569
12980,3561502,4471134
12981,3438576,3691482
12982,3846489,15461
12983,3871554,336480
12984,1847461,3784007
12985,1148578,3298580
12986,573641,2595033
12987,354904,3514661
12988,1580988,3771607
12989,1887709,1857954
12990,769117,2744673
12991,4070413,293274
12992,3402545,451848
12993,2277286,4660687
12994,2961552,3643715
12995,1545237,3560456
12996,2772113,4463071
12997,1521082,3134449
12998,3112136,441636
12999,2827436,1594046
13000,2707591,887534
13001,3054732,2406672
13002,3182154,788215
13003,2827436,2574004
13004,3509903,565959
13005,2790006,3516873
13006,2174769,4240311
13007,1178312,1791515
13008,4674575,3296066
13009,1032491,979967
13010,4524689,1839283
13011,4582129,2637430
13012,4013601,845186
13013,4853234,3971761
13014,1676127,1233364
13015,4295952,614705
13016,755739,2679466
13017,2247657,512942
13018,4152075,2012930
13019,3684505,3158596
13020,3449530,1437972
13021,4848648,1999516
13022,2498087,1290315
13023,765601,4106058
13024,1880135,89157
13025,781211,1591988
13026,3844858,3098740
13027,2872979,3603567
13028,2666134,1841594
13029,1333761,1328058
13030,3361377,4553570
13031,2260014,2686000
13032,3569179,521579
13033,4316559,3845995
13034,1541364,608123
13035,1902575,3730362
13036,1250021,1658360
13037,427805,899867
13038,3189108,3725509
13039,3549674,96130
13040,3873768,1187906
13041,3280389,1320674
13042,2354110,4588706
13043,3280389,3859805
13044,4433539,3786186
13045,2014649,3443838
13046,4701737,1195357
13047,805360,3420515
13048,2096270,2312288
13049,4451491,715110
13050,1763353,1818780
13051,3510354,627657
